iata,name,tz
YFR,Fort Resolution Airport,America/Yellowknife
YFS,Fort Simpson Airport,America/Yellowknife
YFX,St. Lewis (Fox Harbour) Airport,America/St_Johns
YGA,Gagnon Airport,Asia/Shanghai
YGB,Texada Gillies Bay Airport,America/Vancouver
YGC,Grande Cache Airport,America/Vancouver
YGE,Gorge Harbour Seaplane Base,America/Vancouver
YGG,Ganges Water Aerodrome,America/Vancouver
YGH,Fort Good Hope Airport,America/Yellowknife
YGJ,Miho–Yonago Airport,Asia/Tokyo
YGK,Kingston/Norman Rogers Airport,America/Toronto
YGL,La Grande Rivière Airport,America/Toronto
YGM,Gimli Industrial Park Airport,America/Winnipeg
YGN,Greenway Sound Seaplane Base,America/Vancouver
YGO,Gods Lake Narrows Airport,America/Winnipeg
YGP,Michel-Pouliot Gaspé Airport,America/Toronto
YGQ,Geraldton (Greenstone Regional) Airport,America/Toronto
YGR,Îles-de-la-Madeleine Airport,America/Halifax
YGS,Germansen Landing Airport,America/Vancouver
YGT,Igloolik Airport,America/Iqaluit
YGV,Havre Saint-Pierre Airport,America/Toronto
YGW,Kuujjuarapik Airport,America/Toronto
YGX,Gillam Airport,America/Winnipeg
YGY,Déception Airport,America/Toronto
YGZ,Grise Fiord Airport,America/Iqaluit
YHA,Port Hope Simpson Airport,America/St_Johns
YHB,Hudson Bay Airport,America/Regina
YHC,Hakai Pass Seaplane Base,America/Vancouver
YHD,Dryden Regional Airport,America/Winnipeg
YHE,Hope Aerodrome,America/Vancouver
YHF,Hearst (René Fontaine) Municipal Airport,America/Toronto
YHG,Charlottetown Airport,America/St_Johns
YHH,Campbell River Waterdrome,America/Vancouver
YHI,Ulukhaktok/Holman Island Airport,America/Yellowknife
YHJ,Nanchang Yaohu Airport,Asia/Shanghai
YHK,Gjoa Haven Airport,America/Cambridge_Bay
YHM,John C. Munro Hamilton International Airport,America/Toronto
YHN,Hornepayne Municipal Airport,America/Toronto
YHO,Hopedale Airport,America/Goose_Bay
YHP,Poplar Hill Airport,America/Winnipeg
YHR,Chevery Airport,America/Blanc-Sablon
YHS,Sechelt-Gibsons Airport,America/Vancouver
YHT,Haines Junction Airport,America/Whitehorse
YHU,Montréal/Saint-Hubert Airport,America/Toronto
YHY,Hay River/Merlyn Carter Airport,America/Yellowknife
YHZ,Halifax Stanfield International Airport,America/Halifax
YIA,Yogyakarta International Airport,Asia/Jakarta
YIB,Atikokan Municipal Airport,America/Atikokan
YIC,Yichun Mingyueshan Airport,Asia/Shanghai
YIE,Yiershi Airport,Asia/Shanghai
YIF,Saint-Augustin Airport,America/Blanc-Sablon
YIG,Big Bay Seaplane Base,America/Vancouver
YIH,Yichang Sanxia Airport,Asia/Shanghai
YIK,Ivujivik Airport,America/Toronto
YIN,Yining Airport,Asia/Urumqi
YIO,Pond Inlet Airport,America/Iqaluit
YIP,Willow Run Airport,America/Detroit
YIV,Island Lake Airport,America/Winnipeg
YIW,Yiwu Airport,Asia/Shanghai
YJA,Jasper airport,America/Edmonton
YJF,Fort Liard Airport,America/Yellowknife
YJN,Saint-Jean Airport,America/Toronto
YJO,Johnny Mountain,America/Vancouver
YJP,Hinton/Jasper-Hinton Airport,America/Edmonton
YJS,Samjiyŏn Airport,Asia/Pyongyang
YJT,Stephenville International Airport,America/St_Johns
YKA,Kamloops Airport,America/Vancouver
YKC,Collins Bay Airport,America/Regina
YKD,Kincardine Airport,America/Toronto
YKE,Knee Lake Airport,America/Winnipeg
YKF,Kitchener/Waterloo Airport,America/Toronto
YKG,Kangirsuk Airport,America/Toronto
YKH,Yingkou Lanqi Airport,Asia/Shanghai
YKJ,Key Lake Airport,America/Regina
YKK,Kitkatla Seaplane Base,America/Vancouver
YKL,Schefferville Airport,America/Toronto
YKM,Yakima Air Terminal Airport,America/Los_Angeles
YKN,Chan Gurney Municipal Airport,America/Chicago
YKO,Yüksekova Airport,Europe/Istanbul
YKQ,Waskaganish Airport,America/Toronto
YKS,Yakutsk Airport,Asia/Yakutsk
YKT,Klemtu Seaplane Base,America/Vancouver
YKU,Chisasibi Airport,America/Toronto
YKX,Kirkland Lake Airport,America/Toronto
YKY,Kindersley Regional Airport,America/Regina
YKZ,Toronto/Buttonville Municipal Airport,America/Toronto
YLB,Lac La Biche Airport,America/Edmonton
YLC,Kimmirut Airport,America/Iqaluit
YLD,Chapleau Airport,America/Toronto
YLE,Whatì Airport,America/Yellowknife
YLF,Laforge Airport,America/Toronto
YLG,Yalgoo Airport,Australia/Perth
YLH,Lansdowne House Airport,America/Toronto
YLI,Ylivieska Airport,Europe/Helsinki
YLJ,Meadow Lake Airport,America/Regina
YLK,Lake Simcoe Regional Airport,America/Toronto
YLL,Lloydminster Airport,America/Edmonton
YLM,Clinton Creek,America/Whitehorse
YLN,Yilan Airport,Asia/Shanghai
YLO,CFB Shilo,America/Winnipeg
YLP,Mingan,America/Toronto
YLQ,La Tuque Airport,America/Toronto
YLR,Leaf Rapids Airport,America/Winnipeg
YLS,Lebel-sur-Quévillon Airport,America/Toronto
YLT,Alert Airport,America/Iqaluit
YLV,Yevlakh Airport,Asia/Baku
YLW,Kelowna International Airport,America/Vancouver
YLX,Yulin Fumian Airport,Asia/Shanghai
YLY,Langley Regional Airport,America/Vancouver
YMA,Mayo Airport,America/Whitehorse
YMB,Merritt Airport,America/Vancouver
YMD,Mould Bay Airport,America/Yellowknife
YME,Matane Airport,America/Toronto
YMF,Montague Harbour Seaplane Base,America/Vancouver
YMG,Manitouwadge Airport,America/Toronto
YMH,Mary's Harbour Airport,America/St_Johns
YMI,Minaki Airport,America/Winnipeg
YMJ,CFB Moose Jaw,America/Regina
YMK,Mys Kamenny,Asia/Yekaterinburg
YML,Charlevoix Airport,America/Toronto
YMM,Fort McMurray Airport,America/Edmonton
YMN,Makkovik Airport,America/Goose_Bay
YMO,Moosonee Airport,America/Toronto
YMP,Port McNeill Airport,America/Vancouver
YMQ,Montréal,America/Toronto
YMS,Moisés Benzaquén Rengifo Airport,America/Lima
YMT,Chibougamau/Chapais Airport,America/Toronto
YMU,Mansons Landing Waterdrome,America/Vancouver
YMV,Mary River,America/Iqaluit
YMW,Maniwaki Airport,America/Toronto
YMX,Montréal–Mirabel International Airport,America/Toronto
YNA,Natashquan Airport,America/Toronto
YNB,Yanbu Airport,Asia/Riyadh
YNC,Wemindji Airport,America/Toronto
YND,Gatineau-Ottawa Executive Airport,America/Toronto
YNE,Norway House Airport,America/Winnipeg
YNG,Youngstown–Warren Regional Airport,America/New_York
YNH,Hudson's Hope Airport,America/Dawson_Creek
YNI,Nitchequon Airport,America/Toronto
YNJ,Yanji Chaoyangchuan Airport,Asia/Shanghai
YNL,Points North Landing Airport,America/Regina
YNM,Matagami Airport,America/Toronto
YNN,Yandicoogina Airport,Australia/Perth
YNO,North Spirit Lake Airport,America/Winnipeg
YNP,Natuashish Airport,America/Goose_Bay
YNR,Arnes Airport,America/Winnipeg
YNS,Nemiscau Airport,America/Toronto
YNT,Yantai Penglai International Airport,Asia/Shanghai
YNX,Snap Lake Airport,America/Yellowknife
YNY,Yangyang International Airport,Asia/Seoul
YNZ,Yancheng Nanyang Airport,Asia/Shanghai
YOA,Ekati Airport,America/Yellowknife
YOC,Old Crow Airport,America/Whitehorse
YOD,CFB Cold Lake,America/Edmonton
YOE,Donnelly Airport,America/Edmonton
YOG,Ogoki Post Airport,America/Toronto
YOH,Oxford House Airport,America/Winnipeg
YOI,Opinaca,America/Toronto
YOJ,High Level Airport,America/Edmonton
YOL,Yola Airport,Africa/Lagos
YON,Yonphula Airport,Asia/Thimphu
YOO,Oshawa Airport,America/Toronto
YOP,Rainbow Lake Airport,America/Edmonton
YOS,Owen Sound / Billy Bishop Regional Airport,America/Toronto
YOT,Yotvata Airfield,Asia/Jerusalem
YOW,Ottawa Macdonald-Cartier International Airport,America/Toronto
YOY,CFB Valcartier,America/Toronto
YPA,Prince Albert (Glass Field) Airport,America/Regina
YPB,Alberni Valley Regional Airport,America/Vancouver
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,America/Yellowknife
YPD,Parry Sound Area Municipal Airport,America/Toronto
YPE,Peace River Airport,America/Edmonton
YPG,Portage la Prairie Southport Airport,America/Winnipeg
YPH,Inukjuak Airport,America/Toronto
YPI,Port Simpson Seaplane Base,America/Vancouver
YPJ,Aupaluk Airport,America/Toronto
YPL,Pickle Lake Airport,America/Toronto
YPM,Pikangikum Airport,America/Winnipeg
YPN,Port-Menier Airport,America/Toronto
YPO,Peawanuck Airport,America/Toronto
YPQ,Peterborough Airport,America/Toronto
YPR,Prince Rupert Airport,America/Vancouver
YPS,Allan J. MacEachen Port Hawkesbury Airport,America/Halifax
YPT,Pender Harbour Waterdrome,America/Vancouver
YPW,Powell River Airport,America/Vancouver
YPX,Puvirnituq Airport,America/Toronto
YPY,Fort Chipewyan Airport,America/Edmonton
YPZ,Burns Lake Airport,America/Vancouver
YQA,Muskoka Airport,America/Toronto
YQB,Jean Lesage International Airport,America/Toronto
YQC,Quaqtaq Airport,America/Toronto
YQD,The Pas Airport,America/Winnipeg
YQE,Kimberley,America/Edmonton
YQF,Red Deer Regional Airport,America/Edmonton
YQG,Windsor Airport,America/Toronto
YQH,Watson Lake Airport,America/Whitehorse
YQI,Yarmouth Airport,America/Halifax
YQJ,April Point Waterdrome,America/Vancouver
YQK,Kenora Airport,America/Winnipeg
YQL,Lethbridge Airport,America/Edmonton
YQM,Greater Moncton International Airport,America/Moncton
YQN,Nakina Airport,America/Toronto
YQQ,Comox Valley Airport,America/Vancouver
YQR,Regina,America/Regina
YQS,St. Thomas Municipal Airport,America/Toronto
YQT,Thunder Bay International Airport,America/Toronto
YQU,Grande Prairie Airport,America/Edmonton
YQV,Yorkton Municipal Airport,America/Regina
YQW,North Battleford Airport,America/Regina
YQX,Gander International Airport,America/St_Johns
YQY,Sydney/J.A. Douglas McCurdy Airport,America/Glace_Bay
YQZ,Quesnel Airport,America/Vancouver
YRA,Gamètì/Rae Lakes Airport,America/Yellowknife
YRB,Resolute Bay Airport,America/Resolute
YRC,Refuge Cove Sea Plane Base,America/Vancouver
YRD,Dean River Airport,America/Vancouver
YRF,Cartwright Airport,America/Goose_Bay
YRG,Rigolet Airport,America/Goose_Bay
YRI,Rivière-du-Loup Airport,America/Toronto
YRJ,Roberval Airport,America/Toronto
YRL,Red Lake Airport,America/Winnipeg
YRM,Rocky Mountain House Airport,America/Edmonton
YRN,Rivers Inlet Waterdrome,America/Vancouver
YRO,Ottawa / Rockcliffe Airport,America/Toronto
YRQ,Trois-Rivières Airport,America/Toronto
YRR,Stuart Island Airport,America/Vancouver
YRS,Red Sucker Lake Airport,America/Winnipeg
YRT,Rankin Inlet Airport,America/Rankin_Inlet
YRV,Revelstoke Airport,America/Vancouver
YSA,Sable Island Airport,America/Halifax
YSB,Greater Sudbury Airport,America/Toronto
YSC,Sherbrooke Airport,America/Toronto
YSD,CFB Suffield,America/Edmonton
YSE,Squamish Airport,America/Vancouver
YSF,Stony Rapids Airport,America/Regina
YSG,Lutselk'e Airport,America/Yellowknife
YSH,Smiths Falls-Montague Airport,America/Toronto
YSI,Parry Sound/Frying Pan Island-Sans Souci Water Aerodrome,America/Toronto
YSJ,Saint John Airport,America/Moncton
YSK,Sanikiluaq Airport,America/Iqaluit
YSL,Saint-Léonard Airport,America/Moncton
YSM,Fort Smith Airport,America/Yellowknife
YSN,Salmon Arm Airport,America/Vancouver
YSO,Postville Airport,America/Goose_Bay
YSP,Marathon Airport,America/Toronto
YSQ,Songyuan Chaganhu Airport,Asia/Shanghai
YSR,Nanisivik Airport,America/Iqaluit
YSS,Slate Islands Provincial Park,America/Toronto
YST,St. Theresa Point Airport,America/Winnipeg
YSU,Summerside Airport,America/Halifax
YSV,Saglek Airport,America/Goose_Bay
YSX,Bella Bella/Shearwater Water Aerodrome,America/Vancouver
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,America/Yellowknife
YTA,Pembroke Airport,America/Toronto
YTB,Hartley Bay Water Aerodrome,America/Vancouver
YTC,Sturdee Airport,America/Vancouver
YTD,Thicket Portage Airport,America/Winnipeg
YTE,Cape Dorset Airport,America/Iqaluit
YTF,Alma Airport,America/Toronto
YTG,Sullivan Bay Water Aerodrome,America/Vancouver
YTH,Thompson Municipal Airport,America/Winnipeg
YTI,Triple Island Helipad,America/Whitehorse
YTJ,Terrace Bay Airport,America/Toronto
YTL,Big Trout Lake Airport,America/Winnipeg
YTM,La Macaza / Mont-Tremblant International Inc Airport,America/Toronto
YTN,Rivière-au-Tonnerre Airfield,America/Toronto
YTO,Toronto,America/Toronto
YTP,Tofino Harbour Water Aerodrome,America/Vancouver
YTQ,Tasiujaq Airport,America/Toronto
YTR,CFB Trenton,America/Toronto
YTS,Timmins/Victor M. Power Airport,America/Toronto
YTT,Tisdale Airport,America/Regina
YTU,Tasu Seaplane Base,America/Vancouver
YTW,Yutian Wanfang Airport,Asia/Urumqi
YTX,Telegraph Creek Airport,America/Vancouver
YTY,Yangzhou Taizhou Airport,Asia/Shanghai
YTZ,Billy Bishop Toronto City Airport,America/Toronto
YUA,Yuanmou Airport,Asia/Shanghai
YUB,Tuktoyaktuk James Gruben Airport,America/Yellowknife
YUD,Umiujaq Airport,America/Toronto
YUE,Yuendumu Airport,Australia/Darwin
YUK,Syunik Airport,Asia/Yerevan
YUL,Montréal-Pierre Elliott Trudeau International Airport,America/Toronto
YUM,Yuma International Airport,America/Phoenix
YUQ,Suzhou Railway Station,America/Cambridge_Bay
YUS,Yushu Batang,Asia/Shanghai
YUT,Naujaat Airport,America/Rankin_Inlet
YUX,Hall Beach Airport,America/Iqaluit
YUY,Rouyn-Noranda Airport,America/Toronto
YVA,Moroni Iconi Airport,Indian/Comoro
YVB,Bonaventure Airport,America/Toronto
YVC,La Ronge (Barber Field) Airport,America/Regina
YVD,Yeva,Pacific/Port_Moresby
YVE,Vernon Regional Airport,America/Vancouver
YVG,Vermillon Airport,America/Edmonton
YVM,Qikiqtarjuaq Airport,America/Iqaluit
YVN,Cape Dyer,America/Iqaluit
YVO,Val-d'Or Airport,America/Toronto
YVP,Kuujjuaq Airport,America/Toronto
YVQ,Norman Wells Airport,America/Yellowknife
YVR,Vancouver International Airport,America/Vancouver
YVT,Buffalo Narrows Airport,America/Regina
YVV,Wiarton Airport,America/Toronto
YVZ,Deer Lake Airport,America/Winnipeg
YWA,Petawawa Airport,America/Toronto
YWB,Kangiqsujuaq (Wakeham Bay) Airport,America/Toronto
YWF,Halifax South End Heliport,America/Halifax
YWG,Winnipeg J. A. Richardson International Airport,America/Winnipeg
YWH,Victoria Inner Harbour Seaplane Base,America/Vancouver
YWJ,Déline Airport,America/Yellowknife
YWK,Wabush Airport,America/Goose_Bay
YWL,Williams Lake Airport,America/Vancouver
YWM,Williams Harbour Airport,America/St_Johns
YWN,Winisk Airport,America/Toronto
YWO,Lupin Mine Airport,America/Cambridge_Bay
YWP,Webequie Airport,America/Toronto
YWQ,Chute-Des-Passes Airport,America/Toronto
YWR,White River Seaplane Base,America/Toronto
YWS,Whistler Green Lake Water Aerodrome,America/Vancouver
YWY,Wrigley Airport,America/Yellowknife
YXC,Cranbrook/Canadian Rockies International Airport,America/Edmonton
YXD,Edmonton City Centre Airport,America/Edmonton
YXE,Saskatoon John G. Diefenbaker International Airport,America/Regina
YXH,Medicine Hat Airport,America/Edmonton
YXI,Killaloe,America/Toronto
YXJ,Fort St. John Airport,America/Dawson_Creek
YXK,Rimouski Airport,America/Toronto
YXL,Sioux Lookout Airport,America/Winnipeg
YXN,Whale Cove Airport,America/Rankin_Inlet
YXP,Pangnirtung Airport,America/Iqaluit
YXQ,Beaver Creek Airport,America/Whitehorse
YXR,Earlton (Timiskaming Regional) Airport,America/Toronto
YXS,Prince George Airport,America/Vancouver
YXT,Northwest Regional Airport Terrace-Kitimat,America/Vancouver
YXU,London International Airport,America/Toronto
YXX,Abbotsford International Airport,America/Vancouver
YXY,Erik Nielsen Whitehorse International Airport,America/Whitehorse
YXZ,Wawa Airport,America/Toronto
YYA,Big Bay Yacht Club Airport,Asia/Shanghai
YYB,North Bay/Jack Garland Airport,America/Toronto
YYC,Calgary International Airport,America/Edmonton
YYD,Smithers Airport,America/Vancouver
YYE,Northern Rockies Regional Airport,America/Fort_Nelson
YYF,Penticton Regional Airport,America/Vancouver
YYG,Charlottetown Airport,America/Halifax
YYH,Taloyoak Airport,America/Cambridge_Bay
YYI,Rivers,America/Winnipeg
YYJ,Victoria International Airport,America/Vancouver
YYL,Lynn Lake Airport,America/Winnipeg
YYM,Cowley Airport,America/Edmonton
YYN,Swift Current Airport,America/Regina
YYQ,Churchill Airport,America/Winnipeg
YYR,CFB Goose Bay,America/Goose_Bay
YYT,St. John's International Airport,America/St_Johns
YYU,Kapuskasing Airport,America/Toronto
YYW,Armstrong Airport,America/Toronto
YYY,Mont-Joli Airport,America/Toronto
YYZ,Toronto Pearson International Airport,America/Toronto
YZA,Cache Creek Airport,America/Vancouver
YZC,Beatton River Airport,America/Dawson_Creek
YZE,Gore Bay-Manitoulin Airport,America/Toronto
YZF,Yellowknife Airport,America/Yellowknife
YZG,Salluit Airport,America/Toronto
YZH,Slave Lake Airport,America/Edmonton
YZL,Liard River Airport,America/Fort_Nelson
YZM,Buchans,America/St_Johns
YZP,Sandspit Airport,America/Vancouver
YZR,Sarnia Chris Hadfield Airport,America/Toronto
YZS,Coral Harbour Airport,America/Atikokan
YZT,Port Hardy Airport,America/Vancouver
YZU,Whitecourt Airport,America/Edmonton
YZV,Sept-Îles Airport,America/Toronto
YZW,Teslin Airport,America/Whitehorse
YZX,CFB Greenwood,America/Halifax
YZY,Zhangye Ghanzhou Airport,Asia/Shanghai
YZZ,Trail Airport,America/Vancouver
ZAA,Alice Arm/Silver City Seaplane Base,America/Vancouver
ZAC,York Landing Airport,America/Winnipeg
ZAD,Zadar Airport,Europe/Zagreb
ZAG,Zagreb Franjo Tuđman Airport,Europe/Zagreb
ZAH,Zahedan International Airport,Asia/Tehran
ZAI,Embarcacion Airport,America/Argentina/Salta
ZAJ,Zaranj Airport,Asia/Kabul
ZAL,Pichoy Airport,America/Santiago
ZAM,Zamboanga International Airport,Asia/Manila
ZAO,Cahors Lalbenque Airport,Europe/Paris
ZAR,Zaria Airport,Africa/Lagos
ZAT,Zhaotong Airport,Asia/Shanghai
ZAZ,Zaragoza Airport,Europe/Madrid
ZBE,Zabreh Ostrava Airport,Europe/Prague
ZBF,Bathurst Airport,America/Moncton
ZBK,Žabljak Airport,Europe/Podgorica
ZBL,Biloela,Australia/Brisbane
ZBM,Roland-Désourdy Airport,America/Toronto
ZBO,Bowen Airport,Australia/Brisbane
ZBR,Konarak International Airport,Asia/Tehran
ZBW,Atibaia,America/Sao_Paulo
ZBY,Sayaboury Airport,Asia/Vientiane
ZCD,Bamberg,Europe/Berlin
ZCL,General Leobardo C. Ruiz International Airport,America/Monterrey
ZCN,Celle,Europe/Berlin
ZCO,La Araucanía International Airport,America/Santiago
ZCQ,Curico,America/Santiago
ZCS,Darmstadt,Europe/Berlin
ZDY,Bornholm Rønne Airport,Asia/Dubai
ZEC,Secunda Airport,Africa/Johannesburg
ZEG,Senggo Airport,Asia/Jayapura
ZEL,Bella Bella (Campbell Island) Airport,America/Vancouver
ZEM,Eastmain River Airport,America/Toronto
ZEN,Zenag,Pacific/Port_Moresby
ZER,Zero Airport,Asia/Kolkata
ZFA,Faro Airport,America/Whitehorse
ZFD,Fond-Du-Lac Airport,America/Regina
ZFL,Zhaosu Tianma Airport,Asia/Urumqi
ZFM,Fort Mcpherson Airport,America/Yellowknife
ZFN,Tulita Airport,America/Yellowknife
ZFW,Fairview Airport,America/Edmonton
ZGC,Lanzhou Zhongchuan Airport,Asia/Shanghai
ZGF,Grand Forks Airport,America/Vancouver
ZGI,Gods River Airport,America/Winnipeg
ZGL,South Galway Airport,Australia/Brisbane
ZGM,Ngoma,Africa/Lusaka
ZGR,Little Grand Rapids Airport,America/Winnipeg
ZGS,La Romaine Airport,America/Blanc-Sablon
ZGU,Gaua Island Airport,Pacific/Efate
ZHA,Zhanjiang Airport,Asia/Shanghai
ZHI,Grenchen Flughafen,Europe/Zurich
ZHM,Shamshernagar Airport,Asia/Dhaka
ZHO,Houston Airport,America/Vancouver
ZHP,High Prairie Airport,America/Edmonton
ZHV,Les Eplatures,Europe/Zurich
ZHY,Zhongwei Airport,Asia/Shanghai
ZIA,Trento-Mattarello Airport,Europe/Moscow
ZIC,Victoria Airport,America/Santiago
ZIG,Ziguinchor Airport,Africa/Dakar
ZIH,Ixtapa-Zihuatanejo International Airport,America/Mexico_City
ZIS,Zintan Airport,Africa/Tripoli
ZIX,Zhigansk Airport,Asia/Yakutsk
ZIZ,Zamzama Heliport,Asia/Karachi
ZJG,Jenpeg Airport,America/Winnipeg
ZJI,Locarno Airport,Europe/Zurich
ZJN,Swan River Airport,America/Winnipeg
ZJT,Tanjung Pelepas,Asia/Kuala_Lumpur
ZKB,Kasaba Bay Airport,Africa/Lusaka
ZKE,Kashechewan Airport,America/Toronto
ZKG,Kegaska Airport,America/Blanc-Sablon
ZKL,Zigong Fengming General Airport,Asia/Shanghai
ZKM,Sette Cama Airport,Africa/Libreville
ZKP,Kasompe Airport,Asia/Magadan
ZLJ,Yverdon-les-Bains,Europe/Zurich
ZLO,Playa de Oro International Airport,America/Mexico_City
ZLR,Municipal de Linares Airport,America/Santiago
ZLT,La Tabatière Airport,America/Blanc-Sablon
ZLW,Pasir Gudang,Asia/Kuala_Lumpur
ZLX,Zalengei Airport,Africa/Khartoum
ZMD,Sena Madureira Airfield,America/Rio_Branco
ZMG,Magdeburg DE Hbf Railway Stati,Europe/Berlin
ZMH,South Cariboo Regional Airport,America/Vancouver
ZMM,Zamora Regional Airport,America/Mexico_City
ZMT,Masset Airport,America/Vancouver
ZNA,Nanaimo Harbour Water Airport,America/Vancouver
ZNC,Nyac Airport,America/Anchorage
ZND,Zinder Airport,Africa/Niamey
ZNE,Newman Airport,Australia/Perth
ZNG,Poplar River Airport,America/Winnipeg
ZNU,Namu Seaplane Base,America/Vancouver
ZNV,Koblenz Bus Station,Europe/Berlin
ZNZ,Abeid Amani Karume International Airport,Africa/Dar_es_Salaam
ZOF,Ocean Falls Seaplane Base,America/Vancouver
ZOS,Cañal Bajo Carlos - Hott Siebert Airport,America/Santiago
ZPB,Sachigo Lake Airport,America/Winnipeg
ZPC,Pucón Airport,America/Santiago
ZPH,Zephyrhills Municipal Airport,America/New_York
ZPO,Pinehouse Lake Airport,America/Regina
ZPQ,Rheine-Bentlage Air Base,Europe/Berlin
ZQN,Queenstown Airport,Pacific/Auckland
ZQS,Queen Charlotte Seaplane Base,America/Vancouver
ZQV,Worms Airfield,Europe/Berlin
ZQW,Zweibrücken Airport,Europe/Berlin
ZQZ,Zhangjiakou Ningyuan Airport,Asia/Shanghai
ZRH,Zurich Airport,Europe/Zurich
ZRI,Serui,Asia/Jayapura
ZRJ,Round Lake (Weagamow Lake) Airport,America/Winnipeg
ZRM,Sarmi Orai Airport,Asia/Jayapura
ZSA,San Salvador Airport,America/Nassau
ZSE,Saint-Pierre - Pierrefonds Airport,Indian/Reunion
ZSJ,Sandy Lake Airport,America/Winnipeg
ZSS,Sassandra Airport,Africa/Abidjan
ZST,Stewart Airport,America/Vancouver
